date,country,arrivals,arrivals_male,arrivals_female,X
2020-10-01,DEU,112,88,24,0.0
2020-11-01,DEU,55,46,9,0.0
2020-12-01,DEU,35,26,9,0.0
2021-01-01,DEU,97,80,17,0.0
2021-02-01,DEU,66,57,9,0.0
2021-03-01,DEU,94,88,6,0.0
2021-04-01,DEU,104,95,9,0.0
2021-05-01,DEU,68,55,13,0.0
2021-06-01,DEU,51,46,5,0.0
2021-07-01,DEU,82,51,31,0.0
2021-08-01,DEU,118,77,41,0.0
2021-09-01,DEU,159,118,41,0.0
2021-10-01,DEU,131,107,24,0.0
2021-11-01,DEU,171,146,25,0.0
2021-12-01,DEU,371,264,107,0.0
2022-01-01,DEU,449,345,104,0.0
2022-02-01,DEU,351,291,60,0.0
2022-03-01,DEU,512,401,111,0.0
2022-04-01,DEU,2796,2013,783,0.0
2022-05-01,DEU,4394,3006,1388,0.0
2022-06-01,DEU,5064,3411,1653,0.0
2022-07-01,DEU,7806,4799,3007,0.0
2022-08-01,DEU,9555,5640,3915,0.0
2022-09-01,DEU,8309,5195,3114,0.0
2022-10-01,DEU,8811,5613,3198,0.0
2022-11-01,DEU,8530,5689,2841,0.0
2022-12-01,DEU,11699,6862,4837,0.0
2023-01-01,DEU,12512,7343,5169,0.0
2023-02-01,DEU,14047,8367,5680,0.0
2023-03-01,DEU,13048,7880,5168,0.0
2023-04-01,DEU,10770,6381,4389,0.0
2023-05-01,DEU,11331,6716,4615,0.0
2023-06-01,DEU,7307,4590,2717,0.0
2023-07-01,DEU,11911,7145,4766,0.0
2023-08-01,DEU,13152,7625,5527,0.0
2023-09-01,DEU,11381,6973,4408,0.0
2023-10-01,DEU,10969,6813,4156,0.0
2023-11-01,DEU,11746,7517,4229,0.0
2023-12-01,DEU,16543,9554,6989,0.0
2024-01-01,DEU,14112,8596,5516,0.0
2024-02-01,DEU,23326,12870,10456,0.0
2024-03-01,DEU,18690,10832,7858,0.0
2024-04-01,DEU,14749,8398,6351,0.0
2024-05-01,DEU,13309,7764,5545,0.0
2024-06-01,DEU,9580,5890,3690,0.0
2024-07-01,DEU,12470,7305,5165,0.0
2020-01-01,DJI,9,3,6,0.0
2020-02-01,DJI,24,15,9,0.0
2020-03-01,DJI,4,0,4,0.0
2020-04-01,DJI,0,0,0,0.0
2020-05-01,DJI,0,0,0,0.0
2020-06-01,DJI,0,0,0,0.0
2020-07-01,DJI,0,0,0,0.0
2020-08-01,DJI,0,0,0,0.0
2020-09-01,DJI,0,0,0,0.0
2020-10-01,DJI,2,2,0,0.0
2020-11-01,DJI,0,0,0,0.0
2020-12-01,DJI,0,0,0,0.0
2021-01-01,DJI,0,0,0,0.0
2021-02-01,DJI,0,0,0,0.0
2021-03-01,DJI,10,0,10,0.0
2021-04-01,DJI,24,15,9,0.0
2021-05-01,DJI,1,0,1,0.0
2021-06-01,DJI,1,0,1,0.0
2021-07-01,DJI,1,1,0,0.0
2021-08-01,DJI,2,0,2,0.0
2021-09-01,DJI,1,1,0,0.0
2021-10-01,DJI,2,0,2,0.0
2021-11-01,DJI,3,2,1,0.0
2021-12-01,DJI,6,1,5,0.0
2022-01-01,DJI,6,3,3,0.0
2022-02-01,DJI,3,1,2,0.0
2022-03-01,DJI,10,6,4,0.0
2022-04-01,DJI,6,3,3,0.0
2022-05-01,DJI,6,3,3,0.0
2022-06-01,DJI,5,4,1,0.0
2022-07-01,DJI,1,0,1,0.0
2022-08-01,DJI,18,13,5,0.0
2022-09-01,DJI,11,7,4,0.0
2022-10-01,DJI,24,21,3,0.0
2022-11-01,DJI,7,4,3,0.0
2022-12-01,DJI,25,12,13,0.0
2023-01-01,DJI,15,8,7,0.0
2023-02-01,DJI,5,3,2,0.0
2023-03-01,DJI,4,1,3,0.0
2023-04-01,DJI,5,2,3,0.0
2023-05-01,DJI,40,22,18,0.0
2023-06-01,DJI,8,7,1,0.0
2023-07-01,DJI,2,2,0,0.0
2023-08-01,DJI,10,5,5,0.0
2023-09-01,DJI,13,9,4,0.0
2023-10-01,DJI,13,9,4,0.0
2023-11-01,DJI,14,9,5,0.0
2023-12-01,DJI,13,6,7,0.0
2024-01-01,DJI,12,7,5,0.0
2024-02-01,DJI,8,3,5,0.0
2024-03-01,DJI,26,17,9,0.0
2024-04-01,DJI,9,6,3,0.0
2024-05-01,DJI,15,5,10,0.0
2024-06-01,DJI,14,11,3,0.0
2024-07-01,DJI,8,4,4,0.0
2020-01-01,DMA,57,46,11,0.0
2020-02-01,DMA,45,36,9,0.0
2020-03-01,DMA,14,12,2,0.0
2020-04-01,DMA,0,0,0,0.0
2020-05-01,DMA,0,0,0,0.0
2020-06-01,DMA,1,1,0,0.0
2020-07-01,DMA,0,0,0,0.0
2020-08-01,DMA,0,0,0,0.0
2020-09-01,DMA,0,0,0,0.0
2020-10-01,DMA,0,0,0,0.0
2020-11-01,DMA,0,0,0,0.0
2020-12-01,DMA,0,0,0,0.0
2021-01-01,DMA,1,1,0,0.0
2021-02-01,DMA,1,1,0,0.0
2021-03-01,DMA,1,1,0,0.0
2021-04-01,DMA,0,0,0,0.0
2021-05-01,DMA,0,0,0,0.0
2021-06-01,DMA,0,0,0,0.0
2021-07-01,DMA,0,0,0,0.0
2021-08-01,DMA,4,3,1,0.0
2021-09-01,DMA,0,0,0,0.0
2021-10-01,DMA,0,0,0,0.0
2021-11-01,DMA,8,3,5,0.0
2021-12-01,DMA,5,5,0,0.0
2022-01-01,DMA,0,0,0,0.0
2022-02-01,DMA,3,3,0,0.0
2022-03-01,DMA,5,4,1,0.0
2022-04-01,DMA,14,11,3,0.0
2022-05-01,DMA,27,21,6,0.0
2022-06-01,DMA,16,13,3,0.0
2022-07-01,DMA,26,17,9,0.0
2022-08-01,DMA,38,28,10,0.0
2022-09-01,DMA,33,30,3,0.0
2022-10-01,DMA,36,30,6,0.0
2022-11-01,DMA,26,22,4,0.0
2022-12-01,DMA,24,20,4,0.0
2023-01-01,DMA,39,29,10,0.0
2023-02-01,DMA,42,33,9,0.0
2023-03-01,DMA,65,50,15,0.0
2023-04-01,DMA,28,24,4,0.0
2023-05-01,DMA,32,30,2,0.0
2023-06-01,DMA,48,40,8,0.0
2023-07-01,DMA,66,47,19,0.0
2023-08-01,DMA,57,40,17,0.0
2023-09-01,DMA,70,55,15,0.0
2023-10-01,DMA,48,41,7,0.0
2023-11-01,DMA,39,34,5,0.0
2023-12-01,DMA,71,48,23,0.0
2024-01-01,DMA,65,54,11,0.0
2024-02-01,DMA,53,40,13,0.0
2024-03-01,DMA,74,51,23,0.0
2024-04-01,DMA,71,49,22,0.0
2024-05-01,DMA,62,42,20,0.0
2024-06-01,DMA,51,39,12,0.0
2024-07-01,DMA,93,60,33,0.0
2020-01-01,DNK,2772,1644,1128,0.0
2020-02-01,DNK,3009,1669,1340,0.0
2020-03-01,DNK,890,506,384,0.0
2020-04-01,DNK,0,0,0,0.0
2020-05-01,DNK,0,0,0,0.0
2020-06-01,DNK,2,2,0,0.0
2020-07-01,DNK,35,30,5,0.0
2020-08-01,DNK,20,10,10,0.0
2020-09-01,DNK,19,15,4,0.0
2020-10-01,DNK,28,26,2,0.0
2020-11-01,DNK,24,19,5,0.0
2020-12-01,DNK,12,6,6,0.0
2021-01-01,DNK,26,18,8,0.0
2021-02-01,DNK,17,17,0,0.0
2021-03-01,DNK,21,18,3,0.0
2021-04-01,DNK,34,27,7,0.0
2021-05-01,DNK,11,10,1,0.0
2021-06-01,DNK,10,9,1,0.0
2021-07-01,DNK,14,10,4,0.0
2021-08-01,DNK,35,25,10,0.0
2021-09-01,DNK,39,32,7,0.0
2021-10-01,DNK,30,21,9,0.0
2021-11-01,DNK,36,32,4,0.0
2021-12-01,DNK,58,47,11,0.0
2022-01-01,DNK,127,93,34,0.0
2022-02-01,DNK,59,48,11,0.0
2022-03-01,DNK,106,80,26,0.0
2022-04-01,DNK,519,358,161,0.0
2022-05-01,DNK,620,412,208,0.0
2022-06-01,DNK,741,503,238,0.0
2022-07-01,DNK,1501,849,652,0.0
2022-08-01,DNK,1012,624,388,0.0
2022-09-01,DNK,1082,675,407,0.0
2022-10-01,DNK,1219,777,442,0.0
2022-11-01,DNK,1218,805,413,0.0
2022-12-01,DNK,1086,657,429,0.0
2023-01-01,DNK,1714,984,730,0.0
2023-02-01,DNK,1965,1142,823,0.0
2023-03-01,DNK,1844,1053,791,0.0
2023-04-01,DNK,1621,954,667,0.0
2023-05-01,DNK,1138,772,366,0.0
2023-06-01,DNK,1025,643,382,0.0
2023-07-01,DNK,2362,1329,1033,0.0
2023-08-01,DNK,1194,739,455,0.0
2023-09-01,DNK,1282,829,453,0.0
2023-10-01,DNK,1618,985,633,0.0
2023-11-01,DNK,1583,1032,551,0.0
2023-12-01,DNK,1734,1035,699,0.0
2024-01-01,DNK,2821,1551,1270,0.0
2024-02-01,DNK,2604,1457,1147,0.0
2024-03-01,DNK,2555,1454,1101,0.0
2024-04-01,DNK,1731,992,739,0.0
2024-05-01,DNK,1109,737,372,0.0
2024-06-01,DNK,1309,837,472,0.0
2024-07-01,DNK,2757,1524,1233,0.0
2020-01-01,DOM,23,13,10,0.0
2020-02-01,DOM,35,23,12,0.0
2020-03-01,DOM,6,4,2,0.0
2020-04-01,DOM,0,0,0,0.0
2020-05-01,DOM,0,0,0,0.0
2020-06-01,DOM,0,0,0,0.0
2020-07-01,DOM,1,1,0,0.0
2020-08-01,DOM,0,0,0,0.0
2020-09-01,DOM,0,0,0,0.0
2020-10-01,DOM,0,0,0,0.0
2020-11-01,DOM,0,0,0,0.0
2020-12-01,DOM,0,0,0,0.0
2021-01-01,DOM,0,0,0,0.0
2021-02-01,DOM,0,0,0,0.0
2021-03-01,DOM,0,0,0,0.0
2021-04-01,DOM,0,0,0,0.0
2021-05-01,DOM,0,0,0,0.0
2021-06-01,DOM,0,0,0,0.0
2021-07-01,DOM,0,0,0,0.0
2021-08-01,DOM,0,0,0,0.0
2021-09-01,DOM,0,0,0,0.0
2021-10-01,DOM,0,0,0,0.0
2021-11-01,DOM,0,0,0,0.0
2021-12-01,DOM,1,1,0,0.0
2022-01-01,DOM,1,1,0,0.0
2022-02-01,DOM,0,0,0,0.0
2022-03-01,DOM,0,0,0,0.0
2022-04-01,DOM,0,0,0,0.0
2022-05-01,DOM,14,4,10,0.0
2022-06-01,DOM,9,5,4,0.0
2022-07-01,DOM,17,10,7,0.0
2022-08-01,DOM,13,7,6,0.0
2022-09-01,DOM,9,4,5,0.0
2022-10-01,DOM,42,20,22,0.0
2022-11-01,DOM,8,8,0,0.0
2022-12-01,DOM,14,6,8,0.0
2023-01-01,DOM,14,9,5,0.0
2023-02-01,DOM,23,11,12,0.0
2023-03-01,DOM,70,41,29,0.0
2023-04-01,DOM,37,19,18,0.0
2023-05-01,DOM,22,14,8,0.0
2023-06-01,DOM,21,13,8,0.0
2023-07-01,DOM,18,9,9,0.0
2023-08-01,DOM,19,11,8,0.0
2023-09-01,DOM,36,14,22,0.0
2023-10-01,DOM,22,10,12,0.0
2023-11-01,DOM,96,47,49,0.0
2023-12-01,DOM,15,5,10,0.0
2024-01-01,DOM,18,10,8,0.0
2024-02-01,DOM,18,10,8,0.0
2024-03-01,DOM,26,11,15,0.0
2024-04-01,DOM,14,5,9,0.0
2024-05-01,DOM,29,12,17,0.0
2024-06-01,DOM,21,9,12,0.0
2024-07-01,DOM,30,17,13,0.0
2020-01-01,DZA,783,570,213,0.0
2020-02-01,DZA,916,659,257,0.0
2020-03-01,DZA,367,268,99,0.0
2020-04-01,DZA,0,0,0,0.0
2020-05-01,DZA,0,0,0,0.0
2020-06-01,DZA,1,1,0,0.0
2020-07-01,DZA,4,2,2,0.0
2020-08-01,DZA,5,4,1,0.0
2020-09-01,DZA,2,2,0,0.0
2020-10-01,DZA,1,1,0,0.0
2020-11-01,DZA,4,3,1,0.0
2020-12-01,DZA,9,7,2,0.0
2021-01-01,DZA,9,5,4,0.0
2021-02-01,DZA,4,3,1,0.0
2021-03-01,DZA,4,2,2,0.0
2021-04-01,DZA,3,2,1,0.0
2021-05-01,DZA,4,4,0,0.0
2021-06-01,DZA,11,7,4,0.0
2021-07-01,DZA,3,1,2,0.0
2021-08-01,DZA,12,5,7,0.0
2021-09-01,DZA,26,12,14,0.0
2021-10-01,DZA,11,9,2,0.0
2021-11-01,DZA,26,18,8,0.0
2021-12-01,DZA,45,35,10,0.0
2022-01-01,DZA,50,37,13,0.0
2022-02-01,DZA,47,32,15,0.0
2022-03-01,DZA,54,36,18,0.0
2022-04-01,DZA,119,87,32,0.0
2022-05-01,DZA,225,158,67,0.0
2022-06-01,DZA,222,136,86,0.0
2022-07-01,DZA,289,166,123,0.0
2022-08-01,DZA,929,490,439,0.0
2022-09-01,DZA,501,303,198,0.0
2022-10-01,DZA,451,313,138,0.0
2022-11-01,DZA,491,359,132,0.0
2022-12-01,DZA,322,219,103,0.0
2023-01-01,DZA,500,336,164,0.0
2023-02-01,DZA,404,280,124,0.0
2023-03-01,DZA,414,304,110,0.0
2023-04-01,DZA,289,205,84,0.0
2023-05-01,DZA,656,437,219,0.0
2023-06-01,DZA,503,335,168,0.0
2023-07-01,DZA,1172,641,531,0.0
2023-08-01,DZA,3192,1608,1584,0.0
2023-09-01,DZA,1716,1072,644,0.0
2023-10-01,DZA,1186,768,418,0.0
2023-11-01,DZA,795,536,259,0.0
2023-12-01,DZA,987,581,406,0.0
2024-01-01,DZA,1018,654,364,0.0
2024-02-01,DZA,865,565,300,0.0
2024-03-01,DZA,395,294,101,0.0
2024-04-01,DZA,513,336,177,0.0
2024-05-01,DZA,962,626,336,0.0
2024-06-01,DZA,815,521,294,0.0
2024-07-01,DZA,1972,1061,911,0.0
2020-01-01,ECU,107,48,59,0.0
2020-02-01,ECU,80,40,40,0.0
2020-03-01,ECU,15,7,8,0.0
2020-04-01,ECU,0,0,0,0.0
2020-05-01,ECU,0,0,0,0.0
2020-06-01,ECU,1,0,1,0.0
2020-07-01,ECU,1,0,1,0.0
2020-08-01,ECU,0,0,0,0.0
2020-09-01,ECU,0,0,0,0.0
2020-10-01,ECU,0,0,0,0.0
2020-11-01,ECU,1,1,0,0.0
2020-12-01,ECU,1,1,0,0.0
2021-01-01,ECU,0,0,0,0.0
2021-02-01,ECU,0,0,0,0.0
2021-03-01,ECU,0,0,0,0.0
2021-04-01,ECU,1,1,0,0.0
2021-05-01,ECU,2,2,0,0.0
2021-06-01,ECU,0,0,0,0.0
2021-07-01,ECU,0,0,0,0.0
2021-08-01,ECU,1,0,1,0.0
2021-09-01,ECU,0,0,0,0.0
2021-10-01,ECU,1,1,0,0.0
2021-11-01,ECU,0,0,0,0.0
2021-12-01,ECU,3,3,0,0.0
2022-01-01,ECU,2,2,0,0.0
2022-02-01,ECU,0,0,0,0.0
2022-03-01,ECU,2,1,1,0.0
2022-04-01,ECU,28,16,12,0.0
2022-05-01,ECU,31,14,17,0.0
2022-06-01,ECU,29,16,13,0.0
2022-07-01,ECU,42,17,25,0.0
2022-08-01,ECU,66,28,38,0.0
2022-09-01,ECU,57,29,28,0.0
2022-10-01,ECU,99,57,42,0.0
2022-11-01,ECU,50,28,22,0.0
2022-12-01,ECU,51,22,29,0.0
2023-01-01,ECU,38,16,22,0.0
2023-02-01,ECU,56,40,16,0.0
2023-03-01,ECU,81,43,38,0.0
2023-04-01,ECU,94,50,44,0.0
2023-05-01,ECU,60,30,30,0.0
2023-06-01,ECU,64,22,42,0.0
2023-07-01,ECU,88,47,41,0.0
2023-08-01,ECU,102,40,62,0.0
2023-09-01,ECU,148,67,81,0.0
2023-10-01,ECU,82,48,34,0.0
2023-11-01,ECU,123,64,59,0.0
2023-12-01,ECU,104,49,55,0.0
2024-01-01,ECU,78,44,34,0.0
2024-02-01,ECU,86,47,39,0.0
2024-03-01,ECU,90,32,58,0.0
2024-04-01,ECU,137,58,79,0.0
2024-05-01,ECU,95,49,46,0.0
2024-06-01,ECU,121,65,56,0.0
2024-07-01,ECU,99,38,61,0.0
2020-01-01,EGY,3079,1928,1151,0.0
2020-02-01,EGY,2862,1996,866,0.0
2020-03-01,EGY,763,580,183,0.0
2020-04-01,EGY,8,7,1,0.0
2020-05-01,EGY,13,11,2,0.0
2020-06-01,EGY,3,3,0,0.0
2020-07-01,EGY,27,18,9,0.0
2020-08-01,EGY,30,22,8,0.0
2020-09-01,EGY,35,28,7,0.0
2020-10-01,EGY,53,39,14,0.0
2020-11-01,EGY,28,23,5,0.0
2020-12-01,EGY,50,39,11,0.0
2021-01-01,EGY,40,30,10,0.0
2021-02-01,EGY,56,44,12,0.0
2021-03-01,EGY,114,86,28,0.0
2021-04-01,EGY,98,75,23,0.0
2021-05-01,EGY,76,59,17,0.0
2021-06-01,EGY,50,36,14,0.0
2021-07-01,EGY,52,39,13,0.0
2021-08-01,EGY,81,61,20,0.0
2021-09-01,EGY,73,54,19,0.0
2021-10-01,EGY,165,125,40,0.0
2021-11-01,EGY,213,160,53,0.0
2021-12-01,EGY,271,206,65,0.0
2022-01-01,EGY,342,248,94,0.0
2022-02-01,EGY,270,210,60,0.0
2022-03-01,EGY,234,177,57,0.0
2022-04-01,EGY,648,458,190,0.0
2022-05-01,EGY,1266,894,372,0.0
2022-06-01,EGY,1136,775,361,0.0
2022-07-01,EGY,1290,798,492,0.0
2022-08-01,EGY,1915,1235,680,0.0
2022-09-01,EGY,1999,1354,645,0.0
2022-10-01,EGY,2073,1444,629,0.0
2022-11-01,EGY,1525,1044,481,0.0
2022-12-01,EGY,1634,1030,604,0.0
2023-01-01,EGY,1669,1144,525,0.0
2023-02-01,EGY,1777,1251,526,0.0
2023-03-01,EGY,1556,1212,344,0.0
2023-04-01,EGY,1665,1184,481,0.0
2023-05-01,EGY,2121,1592,529,0.0
2023-06-01,EGY,1864,1292,572,0.0
2023-07-01,EGY,2320,1458,862,0.0
2023-08-01,EGY,2828,1822,1006,0.0
2023-09-01,EGY,2648,1794,854,0.0
2023-10-01,EGY,2590,1828,762,0.0
2023-11-01,EGY,2218,1547,671,0.0
2023-12-01,EGY,2413,1622,791,0.0
2024-01-01,EGY,2392,1598,794,0.0
2024-02-01,EGY,2712,1750,962,0.0
2024-03-01,EGY,1450,1123,327,0.0
2024-04-01,EGY,1958,1334,624,0.0
2024-05-01,EGY,2031,1452,579,0.0
2024-06-01,EGY,2569,1610,959,0.0
2024-07-01,EGY,2588,1737,851,0.0
2020-01-01,ERI,31,20,11,0.0
2020-02-01,ERI,31,21,10,0.0
2020-03-01,ERI,3,3,0,0.0
2020-04-01,ERI,0,0,0,0.0
2020-05-01,ERI,0,0,0,0.0
2020-06-01,ERI,0,0,0,0.0
2020-07-01,ERI,0,0,0,0.0
2020-08-01,ERI,0,0,0,0.0
2020-09-01,ERI,0,0,0,0.0
2020-10-01,ERI,0,0,0,0.0
2020-11-01,ERI,0,0,0,0.0
2020-12-01,ERI,0,0,0,0.0
2021-01-01,ERI,0,0,0,0.0
2021-02-01,ERI,1,1,0,0.0
2021-03-01,ERI,2,1,1,0.0
2021-04-01,ERI,1,1,0,0.0
2021-05-01,ERI,2,1,1,0.0
2021-06-01,ERI,0,0,0,0.0
2021-07-01,ERI,0,0,0,0.0
2021-08-01,ERI,0,0,0,0.0
2021-09-01,ERI,1,1,0,0.0
2021-10-01,ERI,2,1,1,0.0
2021-11-01,ERI,1,0,1,0.0
2021-12-01,ERI,4,2,2,0.0
2022-01-01,ERI,1,0,1,0.0
2022-02-01,ERI,3,0,3,0.0
2022-03-01,ERI,5,4,1,0.0
2022-04-01,ERI,9,6,3,0.0
2022-05-01,ERI,9,3,6,0.0
2022-06-01,ERI,6,2,4,0.0
2022-07-01,ERI,8,5,3,0.0
2022-08-01,ERI,7,4,3,0.0
2022-09-01,ERI,17,9,8,0.0
2022-10-01,ERI,19,15,4,0.0
2022-11-01,ERI,17,9,8,0.0
2022-12-01,ERI,13,6,7,0.0
2023-01-01,ERI,12,7,5,0.0
2023-02-01,ERI,8,4,4,0.0
2023-03-01,ERI,29,18,11,0.0
2023-04-01,ERI,18,7,11,0.0
2023-05-01,ERI,3,2,1,0.0
2023-06-01,ERI,25,14,11,0.0
2023-07-01,ERI,13,11,2,0.0
2023-08-01,ERI,35,18,17,0.0
2023-09-01,ERI,21,10,11,0.0
2023-10-01,ERI,13,10,3,0.0
2023-11-01,ERI,26,14,12,0.0
2023-12-01,ERI,14,5,9,0.0
2024-01-01,ERI,17,10,7,0.0
2024-02-01,ERI,22,12,10,0.0
2024-03-01,ERI,21,6,15,0.0
2024-04-01,ERI,15,10,5,0.0
2024-05-01,ERI,19,12,7,0.0
2024-06-01,ERI,34,20,14,0.0
2024-07-01,ERI,18,10,8,0.0
2020-01-01,ESP,3195,1891,1304,0.0
2020-02-01,ESP,2883,1720,1163,0.0
2020-03-01,ESP,1428,825,603,0.0
2020-04-01,ESP,0,0,0,0.0
2020-05-01,ESP,0,0,0,0.0
2020-06-01,ESP,3,1,2,0.0
2020-07-01,ESP,22,18,4,0.0
2020-08-01,ESP,19,10,9,0.0
2020-09-01,ESP,8,5,3,0.0
2020-10-01,ESP,12,6,6,0.0
2020-11-01,ESP,14,12,2,0.0
2020-12-01,ESP,28,17,11,0.0
2021-01-01,ESP,20,13,7,0.0
2021-02-01,ESP,18,15,3,0.0
2021-03-01,ESP,27,18,9,0.0
2021-04-01,ESP,21,16,5,0.0
2021-05-01,ESP,27,23,4,0.0
2021-06-01,ESP,14,12,2,0.0
2021-07-01,ESP,32,22,10,0.0
2021-08-01,ESP,75,45,30,0.0
2021-09-01,ESP,43,32,11,0.0
2021-10-01,ESP,19,13,6,0.0
2021-11-01,ESP,44,31,13,0.0
2021-12-01,ESP,44,30,14,0.0
2022-01-01,ESP,274,200,74,0.0
2022-02-01,ESP,134,110,24,0.0
2022-03-01,ESP,121,88,33,0.0
2022-04-01,ESP,599,366,233,0.0
2022-05-01,ESP,996,652,344,0.0
2022-06-01,ESP,1490,943,547,0.0
2022-07-01,ESP,3745,1959,1786,0.0
2022-08-01,ESP,6259,3232,3027,0.0
2022-09-01,ESP,3090,1714,1376,0.0
2022-10-01,ESP,3712,2333,1379,0.0
2022-11-01,ESP,2808,1650,1158,0.0
2022-12-01,ESP,1993,1146,847,0.0
2023-01-01,ESP,2607,1536,1071,0.0
2023-02-01,ESP,2203,1373,830,0.0
2023-03-01,ESP,2778,1632,1146,0.0
2023-04-01,ESP,3082,1710,1372,0.0
2023-05-01,ESP,2364,1443,921,0.0
2023-06-01,ESP,2213,1313,900,0.0
2023-07-01,ESP,6252,3193,3059,0.0
2023-08-01,ESP,10124,5151,4973,0.0
2023-09-01,ESP,5142,2804,2338,0.0
2023-10-01,ESP,4129,2326,1803,0.0
2023-11-01,ESP,4466,2720,1746,0.0
2023-12-01,ESP,3512,1929,1583,0.0
2024-01-01,ESP,3953,2181,1772,0.0
2024-02-01,ESP,3619,2113,1506,0.0
2024-03-01,ESP,4499,2478,2021,0.0
2024-04-01,ESP,3631,2088,1543,0.0
2024-05-01,ESP,3392,1988,1404,0.0
2024-06-01,ESP,4518,2454,2064,0.0
2024-07-01,ESP,9434,4768,4666,0.0
2020-01-01,EST,482,258,224,0.0
2020-02-01,EST,713,346,367,0.0
2020-03-01,EST,209,98,111,0.0
2020-04-01,EST,0,0,0,0.0
2020-05-01,EST,0,0,0,0.0
2020-06-01,EST,0,0,0,0.0
2020-07-01,EST,6,6,0,0.0
2020-08-01,EST,1,1,0,0.0
2020-09-01,EST,0,0,0,0.0
2020-10-01,EST,0,0,0,0.0
2020-11-01,EST,3,3,0,0.0
2020-12-01,EST,1,1,0,0.0
2021-01-01,EST,1,1,0,0.0
2021-02-01,EST,0,0,0,0.0
2021-03-01,EST,2,2,0,0.0
2021-04-01,EST,3,3,0,0.0
2021-05-01,EST,4,3,1,0.0
2021-06-01,EST,1,1,0,0.0
2021-07-01,EST,0,0,0,0.0
2021-08-01,EST,0,0,0,0.0
2021-09-01,EST,4,1,3,0.0
2021-10-01,EST,1,1,0,0.0
2021-11-01,EST,7,7,0,0.0
2021-12-01,EST,4,3,1,0.0
2022-01-01,EST,7,4,3,0.0
2022-02-01,EST,4,2,2,0.0
2022-03-01,EST,9,8,1,0.0
2022-04-01,EST,32,17,15,0.0
2022-05-01,EST,50,31,19,0.0
2022-06-01,EST,47,22,25,0.0
2022-07-01,EST,39,20,19,0.0
2022-08-01,EST,87,37,50,0.0
2022-09-01,EST,99,64,35,0.0
2022-10-01,EST,161,90,71,0.0
2022-11-01,EST,172,99,73,0.0
2022-12-01,EST,305,133,172,0.0
2023-01-01,EST,343,177,166,0.0
2023-02-01,EST,535,283,252,0.0
2023-03-01,EST,428,219,209,0.0
2023-04-01,EST,216,130,86,0.0
2023-05-01,EST,173,93,80,0.0
2023-06-01,EST,95,50,45,0.0
2023-07-01,EST,126,65,61,0.0
2023-08-01,EST,117,56,61,0.0
2023-09-01,EST,148,94,54,0.0
2023-10-01,EST,264,133,131,0.0
2023-11-01,EST,376,193,183,0.0
2023-12-01,EST,510,254,256,0.0
2024-01-01,EST,627,302,325,0.0
2024-02-01,EST,816,391,425,0.0
2024-03-01,EST,550,282,268,0.0
2024-04-01,EST,205,116,89,0.0
2024-05-01,EST,133,80,53,0.0
2024-06-01,EST,139,82,57,0.0
2024-07-01,EST,118,62,56,0.0
2020-01-01,ETH,48,29,19,0.0
2020-02-01,ETH,39,26,13,0.0
2020-03-01,ETH,13,6,7,0.0
2020-04-01,ETH,0,0,0,0.0
2020-05-01,ETH,0,0,0,0.0
2020-06-01,ETH,0,0,0,0.0
2020-07-01,ETH,3,3,0,0.0
2020-08-01,ETH,2,1,1,0.0
2020-09-01,ETH,1,1,0,0.0
2020-10-01,ETH,0,0,0,0.0
2020-11-01,ETH,0,0,0,0.0
2020-12-01,ETH,3,3,0,0.0
2021-01-01,ETH,0,0,0,0.0
2021-02-01,ETH,0,0,0,0.0
2021-03-01,ETH,9,8,1,0.0
2021-04-01,ETH,4,2,2,0.0
2021-05-01,ETH,8,4,4,0.0
2021-06-01,ETH,4,2,2,0.0
2021-07-01,ETH,3,1,2,0.0
2021-08-01,ETH,1,1,0,0.0
2021-09-01,ETH,5,5,0,0.0
2021-10-01,ETH,4,2,2,0.0
2021-11-01,ETH,10,2,8,0.0
2021-12-01,ETH,3,2,1,0.0
2022-01-01,ETH,15,9,6,0.0
2022-02-01,ETH,5,5,0,0.0
2022-03-01,ETH,13,8,5,0.0
2022-04-01,ETH,6,4,2,0.0
2022-05-01,ETH,26,23,3,0.0
2022-06-01,ETH,20,14,6,0.0
2022-07-01,ETH,37,17,20,0.0
2022-08-01,ETH,35,20,15,0.0
2022-09-01,ETH,26,14,12,0.0
2022-10-01,ETH,60,52,8,0.0
2022-11-01,ETH,35,22,13,0.0
2022-12-01,ETH,20,13,7,0.0
2023-01-01,ETH,36,23,13,0.0
2023-02-01,ETH,32,26,6,0.0
2023-03-01,ETH,22,19,3,0.0
2023-04-01,ETH,21,14,7,0.0
2023-05-01,ETH,41,21,20,0.0
2023-06-01,ETH,39,24,15,0.0
2023-07-01,ETH,54,25,29,0.0
2023-08-01,ETH,50,25,25,0.0
2023-09-01,ETH,51,30,21,0.0
2023-10-01,ETH,61,42,19,0.0
2023-11-01,ETH,37,27,10,0.0
2023-12-01,ETH,28,15,13,0.0
2024-01-01,ETH,70,39,31,0.0
2024-02-01,ETH,58,48,10,0.0
2024-03-01,ETH,31,16,15,0.0
2024-04-01,ETH,31,23,8,0.0
2024-05-01,ETH,42,32,10,0.0
2024-06-01,ETH,39,22,17,0.0
2024-07-01,ETH,54,25,29,0.0
2020-01-01,FIN,2424,1288,1136,0.0
2020-02-01,FIN,2498,1308,1190,0.0
2020-03-01,FIN,786,443,343,0.0
